-20108,-220,3992
-19868,-308,-1452
-9636,5616,2872
-15736,4560,1008
-10900,4248,-1244
-10280,308,-2088
-5204,-1340,-2072
-5676,-2080,-492
-2860,-3220,72
-2232,-1388,20
3488,724,-756
-1004,1276,-480
-2520,2152,3916
920,3668,9892
-3972,5856,14164
-9204,2832,14300
-11464,2188,16924
-9132,3240,18408
-11764,4692,22520
-16260,1628,22148
-12652,-512,25404
-16332,4296,25004
-21116,2208,21612
-13096,1232,21448
-13276,9088,20992
-13936,1804,14304
-7416,2424,13652
-7844,4608,14484
-8408,4272,12008
-7280,8648,14928
-7052,9872,15320
-5500,9296,13932
-5152,11164,12712
-5272,11284,12744
-3232,9816,13124
-5728,10888,10604
-7336,10260,12164
-5056,6432,14560
-12300,2792,12116
-7576,-4380,14728
-7432,-10012,17352
-10372,-10596,12908
-6940,-11316,13616
-7296,-9572,12556
-9736,-4004,11992
-7784,-2160,11824
-8816,924,11740
-8280,788,11316
-7892,984,11844
-5412,2352,13108
-8816,3188,13336
-9444,3080,12236
-11480,1764,11028
-2608,3644,13464
-6564,6244,18164
